,TIME,DEPTH,PRES
874,20549.77971064815,25,27.0
875,20549.824791666666,25,26.0
876,20549.84954861111,25,28.0
877,20549.86769675926,25,26.0
878,20550.087430555555,25,28.0
879,20550.159965277777,25,26.0
880,20550.30175925926,25,26.0
881,20550.33947916667,25,26.0
882,20550.480821759258,25,25.0
883,20550.525497685183,25,25.0
884,20550.57482638889,25,26.0
885,20550.61482638889,25,26.0
886,20550.649710648147,25,26.0
887,20550.702858796296,25,29.0
888,20550.801909722224,25,26.0
889,20550.840150462962,25,26.0
890,20550.886365740742,25,26.0
891,20550.92769675926,25,26.0
892,20551.012291666666,25,26.0
893,20551.05287037037,25,26.0
894,20551.087789351852,25,26.0
895,20551.130069444444,25,26.0
896,20551.161747685186,25,26.0
897,20551.291643518518,25,27.0
898,20551.300601851854,25,27.0
899,20551.373599537037,25,27.0
900,20551.419386574074,25,26.0
901,20551.925625,25,26.0
902,20552.111666666668,25,25.0
903,20552.8715625,25,27.0
904,20552.964733796296,25,27.0
905,20553.082916666666,25,25.0
906,20553.227453703705,25,27.0
907,20553.34283564815,25,27.0
908,20553.36982638889,25,28.0
909,20553.467858796295,25,27.0
910,20553.46982638889,25,27.0
911,20553.52278935185,25,27.0
912,20553.558715277777,25,26.0
913,20553.57193287037,25,27.0
914,20553.593715277777,25,27.0
915,20553.65303240741,25,26.0
916,20553.6553125,25,27.0
917,20553.768645833334,25,27.0
918,20553.85173611111,25,26.0
919,20553.9241087963,25,27.0
920,20554.051157407408,25,26.0
921,20554.206863425927,25,28.0
922,20554.217650462964,25,28.0
923,20554.421064814815,25,27.0
924,20554.726666666666,25,29.0
925,20554.86,25,26.0
926,20554.930717592593,25,28.0
927,20554.938055555554,25,26.0
928,20554.995717592592,25,27.0
929,20555.066527777777,25,26.0
930,20555.144699074073,25,28.0
931,20555.255034722224,25,26.0
932,20555.299699074076,25,27.0
933,20555.34804398148,25,25.0
934,20555.44292824074,25,25.0
935,20555.55652777778,25,26.0
936,20555.657314814813,25,27.0
937,20555.740995370372,25,26.0
938,20555.782824074075,25,26.0
939,20555.821400462963,25,28.0
940,20555.85755787037,25,26.0
941,20555.89553240741,25,27.0
942,20555.945625,25,25.0
943,20556.039259259258,25,26.0
944,20556.270462962962,25,26.0
945,20556.318391203702,25,25.0
946,20556.459675925926,25,26.0
947,20556.46457175926,25,27.0
948,20556.502719907407,25,30.0
949,20556.662662037037,25,27.0
950,20556.69943287037,25,27.0
951,20556.791145833333,25,26.0
952,20556.97761574074,25,25.0
953,20556.993067129628,25,27.0
954,20557.069328703703,25,25.0
955,20557.113506944446,25,27.0
956,20557.20215277778,25,27.0
957,20557.211435185185,25,27.0
958,20557.289837962962,25,27.0
959,20557.44140046296,25,27.0
960,20557.490925925926,25,27.0
961,20557.570555555558,25,26.0
962,20557.619444444445,25,26.0
963,20557.698599537038,25,26.0
964,20557.754016203704,25,26.0
965,20557.773645833335,25,28.0
966,20557.8059375,25,27.0
967,20557.82429398148,25,25.0
968,20557.871122685185,25,27.0
969,20557.895636574074,25,26.0
970,20557.920023148148,25,26.0
971,20561.697210648148,25,26.0
972,20561.71483796296,25,26.0
973,20561.75451388889,25,25.0
974,20561.98017361111,25,26.0
975,20562.01170138889,25,26.0
976,20562.044155092593,25,26.0
977,20562.076180555556,25,26.0
978,20562.107893518518,25,26.0
979,20562.13902777778,25,26.0
980,20562.184814814816,25,26.0
981,20562.254363425924,25,26.0
982,20562.269884259258,25,26.0
983,20562.27596064815,25,27.0
984,20562.299756944445,25,26.0
985,20562.35452546296,25,27.0
986,20562.37203703704,25,26.0
987,20562.38849537037,25,26.0
988,20562.391493055555,25,27.0
989,20562.423564814813,25,27.0
990,20562.47849537037,25,26.0
991,20562.501412037036,25,26.0
992,20562.511689814815,25,26.0
993,20562.523275462965,25,27.0
994,20562.538113425926,25,26.0
995,20562.548541666667,25,26.0
996,20562.553599537037,25,26.0
997,20562.59724537037,25,25.0
998,20562.602256944443,25,26.0
999,20562.611979166668,25,26.0
1000,20562.626874999998,25,26.0
1001,20562.66042824074,25,26.0
1002,20562.787708333333,25,26.0
1003,20562.837395833332,25,26.0
1004,20562.889849537038,25,27.0
1005,20562.91628472222,25,26.0
1006,20562.964675925927,25,26.0
1007,20562.993136574074,25,26.0
1008,20563.02377314815,25,26.0
1009,20563.275775462964,25,26.0
1010,20563.613402777777,25,26.0
1011,20563.626863425925,25,26.0
1012,20563.646273148148,25,26.0
1013,20564.193912037037,25,27.0
1014,20566.426122685185,25,26.0
1015,20568.30570601852,25,28.0
1016,20568.357800925925,25,26.0
1017,20568.375347222223,25,28.0
1018,20568.380636574075,25,25.0
1019,20568.406828703704,25,38.0
1020,20568.430358796297,25,26.0
1021,20568.453738425927,25,26.0
1022,20568.476493055558,25,25.0
1023,20568.477916666667,25,26.0
1024,20568.503113425926,25,27.0
1025,20568.52005787037,25,26.0
1026,20568.571944444444,25,25.0
1027,20568.649004629628,25,28.0
1028,20568.71489583333,25,28.0
1029,20568.772905092592,25,28.0
1030,20568.94837962963,25,26.0
1031,20569.3896875,25,26.0
1032,20569.418368055554,25,25.0
1033,20569.441655092593,25,26.0
1034,20569.461134259258,25,25.0
1035,20569.47855324074,25,25.0
1036,20569.499641203704,25,25.0
1037,20569.901493055553,25,27.0
1038,20569.994791666668,25,26.0
1039,20570.06837962963,25,26.0
1040,20570.157060185185,25,27.0
1041,20570.50920138889,25,27.0
1042,20570.799166666668,25,28.0
1043,20570.85321759259,25,28.0
1044,20570.946087962962,25,26.0
1045,20571.00327546296,25,26.0
1046,20571.074444444446,25,26.0
1047,20571.582476851854,25,27.0
1048,20571.789340277777,25,27.0
1049,20571.98471064815,25,31.0
1050,20571.991157407407,25,26.0
1051,20572.023402777777,25,30.0
1052,20572.053171296295,25,28.0
1053,20572.076030092594,25,27.0
1054,20572.077858796296,25,29.0
1055,20572.133298611112,25,26.0
1056,20572.201666666668,25,26.0
1057,20572.48209490741,25,29.0
1058,20572.53175925926,25,30.0
1059,20572.580555555556,25,30.0
1060,20572.595601851852,25,29.0
1061,20572.795949074072,25,28.0
1062,20572.800358796296,25,26.0
1063,20573.017060185186,25,29.0
1064,20573.271296296294,25,25.0
1065,20573.960775462965,25,27.0
1066,20574.41099537037,25,28.0
1067,20574.510324074075,25,29.0
1068,20574.92818287037,25,28.0
1069,20575.21111111111,25,27.0
1070,20575.62599537037,25,29.0
1071,20575.69068287037,25,28.0
1072,20575.834131944444,25,26.0
1073,20576.380497685186,25,28.0
1074,20576.527118055554,25,33.0
1075,20576.746400462962,25,26.0
1076,20576.763252314817,25,29.0
1077,20577.24011574074,25,25.0
1078,20577.749016203703,25,27.0
1079,20577.762824074074,25,28.0
1080,20577.848229166666,25,27.0
1081,20577.85142361111,25,28.0
1082,20577.926747685186,25,26.0
1083,20577.937407407408,25,26.0
1084,20577.98204861111,25,27.0
1085,20578.010462962964,25,25.0
1086,20578.11587962963,25,26.0
1087,20578.12394675926,25,26.0
1088,20578.161631944444,25,26.0
1089,20578.199861111112,25,26.0
1090,20578.201921296295,25,29.0
1091,20578.34763888889,25,27.0
1092,20578.477974537036,25,30.0
1093,20578.493217592593,25,27.0
1094,20578.638310185186,25,26.0
1095,20578.679953703704,25,25.0
1096,20578.72502314815,25,28.0
1097,20578.87263888889,25,28.0
1098,20579.001921296298,25,26.0
1099,20579.068599537037,25,31.0
1100,20579.289953703705,25,26.0
1101,20579.363402777777,25,27.0
1102,20579.53054398148,25,30.0
1103,20579.54527777778,25,26.0
1104,20579.587824074075,25,27.0
1105,20579.6146875,25,26.0
1106,20579.697407407406,25,28.0
1107,20579.701412037037,25,28.0
1108,20579.80414351852,25,28.0
1109,20579.82679398148,25,26.0
1110,20579.839351851853,25,27.0
1111,20579.899652777778,25,27.0
1112,20579.937384259258,25,26.0
1113,20579.994953703703,25,26.0
1114,20580.028090277778,25,26.0
1115,20580.073344907407,25,28.0
1116,20580.075347222224,25,27.0
1117,20580.121666666666,25,27.0
1118,20580.270405092593,25,27.0
1119,20580.493194444443,25,28.0
1120,20580.592638888887,25,26.0
1121,20580.652118055554,25,
1122,20580.736099537036,25,28.0
1123,20580.82332175926,25,26.0
1124,20580.82798611111,25,27.0
1125,20580.87275462963,25,27.0
1126,20580.918090277777,25,25.0
1127,20580.988587962962,25,27.0
1128,20581.044027777778,25,26.0
1129,20581.103622685183,25,26.0
1130,20581.17966435185,25,28.0
1131,20581.24761574074,25,26.0
1132,20581.27795138889,25,28.0
1133,20581.337361111113,25,27.0
1134,20581.63849537037,25,31.0
1135,20582.05025462963,25,31.0
1136,20582.396122685186,25,26.0
1137,20582.42707175926,25,30.0
1138,20582.447777777776,25,29.0
1139,20582.462361111113,25,31.0
1140,20582.57657407407,25,29.0
1141,20582.646493055556,25,27.0
1142,20582.678761574072,25,28.0
1143,20582.740300925925,25,28.0
1144,20582.758240740743,25,27.0
1145,20582.80851851852,25,29.0
1146,20582.903449074074,25,29.0
1147,20582.922175925927,25,26.0
1148,20582.96678240741,25,26.0
1149,20583.07361111111,25,27.0
1150,20583.59670138889,25,27.0
1151,20583.63769675926,25,26.0
1152,20583.67103009259,25,26.0
1153,20583.709895833334,25,26.0
1154,20583.767974537037,25,27.0
1155,20583.833796296294,25,26.0
1156,20583.841041666667,25,28.0
1157,20583.908738425926,25,26.0
1158,20583.974988425925,25,26.0
1159,20584.0325,25,26.0
1160,20584.066898148147,25,26.0
1161,20584.143657407407,25,27.0
1162,20584.214490740742,25,27.0
1163,20584.24263888889,25,27.0
1164,20584.256851851853,25,25.0
1165,20584.31641203704,25,26.0
1166,20584.381006944444,25,26.0
1167,20584.461122685185,25,26.0
1168,20584.52159722222,25,26.0
1169,20584.58013888889,25,26.0
1170,20584.647256944445,25,37.0
1171,20585.00363425926,25,33.0
1172,20585.441840277777,25,32.0
1173,20586.084375000002,25,33.0
1174,20586.113020833334,25,26.0
1175,20586.16704861111,25,28.0
1176,20586.21415509259,25,27.0
1177,20586.2571875,25,27.0
1178,20586.317754629632,25,27.0
1179,20586.36585648148,25,27.0
1180,20586.413761574073,25,26.0
1181,20586.42740740741,25,31.0
1182,20586.464189814815,25,26.0
1183,20586.552916666667,25,28.0
1184,20586.60300925926,25,26.0
1185,20586.65459490741,25,26.0
1186,20586.702349537038,25,27.0
1187,20586.763518518517,25,28.0
1188,20586.814293981482,25,27.0
1189,20586.862141203703,25,28.0
1190,20586.88230324074,25,25.0
1191,20586.904108796294,25,28.0
1192,20586.999699074073,25,26.0
1193,20587.039675925927,25,26.0
1194,20587.068530092594,25,26.0
1195,20587.10310185185,25,28.0
1196,20587.112083333333,25,26.0
1197,20587.143391203703,25,27.0
1198,20587.157685185186,25,29.0
1199,20587.180960648147,25,27.0
1200,20587.21412037037,25,27.0
1201,20587.275358796298,25,28.0
1202,20587.29505787037,25,28.0
1203,20587.313622685186,25,27.0
1204,20587.39185185185,25,28.0
1205,20587.424699074076,25,26.0
1206,20587.46974537037,25,27.0
1207,20587.491226851853,25,28.0
1208,20587.527453703704,25,28.0
1209,20587.546006944445,25,31.0
1210,20587.558483796296,25,26.0
1211,20587.5833912037,25,26.0
1212,20587.683761574073,25,29.0
1213,20587.90142361111,25,27.0
1214,20587.904479166667,25,27.0
1215,20588.13005787037,25,27.0
1216,20588.34738425926,25,28.0
1217,20588.410185185185,25,27.0
1218,20588.525902777776,25,30.0
1219,20588.55789351852,25,27.0
1220,20588.762222222223,25,28.0
1221,20588.800324074076,25,25.0
1222,20589.017314814813,25,27.0
1223,20589.164097222223,25,37.0
1224,20589.2184375,25,29.0
1225,20589.417175925926,25,27.0
1226,20589.429375,25,34.0
1227,20589.438275462962,25,27.0
1228,20589.709155092594,25,28.0
1229,20589.734942129628,25,28.0
1230,20589.9475462963,25,27.0
1231,20590.137314814816,25,27.0
1232,20590.2465625,25,28.0
1233,20590.3371875,25,26.0
1234,20590.40693287037,25,28.0
1235,20590.644594907408,25,27.0
1236,20590.821793981482,25,28.0
1237,20590.841608796294,25,27.0
1238,20590.86258101852,25,25.0
1239,20590.986111111113,25,26.0
1240,20591.17342592593,25,27.0
1241,20591.350925925926,25,28.0
1242,20591.475729166665,25,29.0
1243,20591.69365740741,25,25.0
1244,20591.814166666667,25,28.0
1245,20591.95509259259,25,26.0
1246,20592.0287037037,25,28.0
1247,20592.062465277777,25,27.0
1248,20592.13633101852,25,27.0
1249,20592.208668981482,25,28.0
1250,20592.27204861111,25,28.0
1251,20592.31127314815,25,26.0
1252,20592.34113425926,25,28.0
1253,20592.403622685186,25,27.0
1254,20592.437777777777,25,29.0
1255,20592.46976851852,25,26.0
1256,20592.558252314815,25,26.0
1257,20592.589872685185,25,26.0
1258,20592.635520833333,25,25.0
1259,20592.70579861111,25,28.0
1260,20592.96377314815,25,26.0
1261,20592.970729166667,25,27.0
1262,20593.027881944447,25,26.0
1263,20593.143506944445,25,26.0
1264,20593.31976851852,25,28.0
1265,20593.372025462962,25,26.0
1266,20593.44199074074,25,27.0
1267,20593.516365740743,25,26.0
1268,20593.622118055555,25,27.0
1269,20593.696504629628,25,28.0
1270,20593.755787037036,25,26.0
1271,20593.808530092592,25,28.0
1272,20593.88050925926,25,28.0
1273,20593.960613425927,25,27.0
1274,20594.00894675926,25,27.0
1275,20594.057476851853,25,26.0
1276,20594.126805555556,25,28.0
1277,20594.17548611111,25,28.0
1278,20594.24142361111,25,28.0
1279,20596.220439814813,25,25.0
1280,20596.55109953704,25,26.0
1281,20596.79957175926,25,26.0
1282,20597.025358796298,25,27.0
1283,20597.182175925926,25,26.0
1284,20597.60929398148,25,27.0
1285,20597.64798611111,25,27.0
1286,20597.794386574074,25,27.0
1287,20598.03903935185,25,28.0
1288,20598.259733796298,25,27.0
1289,20598.476875,25,29.0
1290,20598.52258101852,25,27.3
1291,20598.639513888887,25,26.3
1292,20598.74486111111,25,26.0
1293,20598.762916666667,25,27.3
1294,20598.845162037036,25,27.3
1295,20599.00787037037,25,26.3
1296,20599.083854166667,25,27.3
1297,20599.135439814814,25,28.0
1298,20599.178900462965,25,26.3
1299,20599.290532407405,25,28.0
1300,20599.447407407406,25,27.0
1301,20599.570879629628,25,27.3
1302,20599.674988425926,25,26.0
1303,20599.783738425926,25,27.0
1304,20599.802638888887,25,25.3
1305,20599.885752314814,25,27.0
1306,20599.95496527778,25,27.0
1307,20600.076180555556,25,26.0
1308,20600.25494212963,25,26.3
1309,20600.28951388889,25,26.0
1310,20600.400486111113,25,26.0
1311,20600.409780092592,25,26.3
1312,20600.55928240741,25,25.0
1313,20600.56074074074,25,27.3
1314,20600.66366898148,25,27.3
1315,20600.828645833335,25,27.3
1316,20600.860162037035,25,27.0
1317,20600.919375,25,27.0
1318,20601.001736111113,25,51.0
1319,20601.222199074076,25,26.3
1320,20601.296006944445,25,25.0
1321,20601.32896990741,25,26.0
1322,20601.38021990741,25,25.3
1323,20601.4428125,25,27.0
1324,20601.648935185185,25,26.3
1325,20601.652569444446,25,43.0
1326,20601.9375,25,25.3
1327,20601.941875,25,25.0
1328,20602.12712962963,25,26.3
1329,20602.141516203705,25,28.0
1330,20602.25050925926,25,25.0
1331,20602.340185185185,25,25.3
1332,20602.437025462965,25,27.0
1333,20602.739918981482,25,26.0
1334,20602.769594907408,25,26.0
1335,20603.059988425925,25,27.3
1336,20603.13295138889,25,84.0
1337,20603.16986111111,25,26.3
1338,20603.29574074074,25,26.0
1339,20603.459560185187,25,28.3
1340,20603.538541666665,25,34.0
1341,20603.551666666666,25,27.3
1342,20603.672604166666,25,27.3
1343,20603.78636574074,25,25.3
1344,20603.864444444444,25,25.3
1345,20603.981516203705,25,25.3
1346,20603.995960648146,25,38.0
1347,20604.103703703706,25,26.3
1348,20604.178310185187,25,26.3
1349,20604.308310185184,25,26.3
1350,20604.430671296297,25,27.0
1351,20604.431585648148,25,26.3
1352,20604.66392361111,25,27.0
1353,20604.944444444445,25,27.0
1354,20605.134791666667,25,26.0
1355,20605.318483796294,25,28.0
1356,20605.421886574073,25,26.0
1357,20605.42625,25,27.0
1358,20605.662060185186,25,27.0
1359,20605.91744212963,25,27.0
1360,20606.006145833333,25,27.0
1361,20606.164340277777,25,26.0
1362,20606.29226851852,25,27.0
1363,20606.79351851852,25,25.3
1364,20606.81837962963,25,27.0
1365,20606.977569444443,25,26.3
1366,20606.989421296297,25,26.0
1367,20607.07866898148,25,26.3
1368,20607.18548611111,25,27.0
1369,20607.19209490741,25,26.3
1370,20607.243761574075,25,26.3
1371,20607.425671296296,25,28.3
1372,20607.482002314817,25,26.0
1373,20607.570497685185,25,29.3
1374,20607.654166666667,25,26.3
1375,20607.718136574073,25,28.0
1376,20607.75517361111,25,26.0
1377,20607.7603125,25,32.3
1378,20608.028402777778,25,30.3
1379,20608.079837962963,25,27.3
1380,20608.10001157407,25,27.0
1381,20608.149050925927,25,28.0
1382,20608.202881944442,25,32.3
1383,20608.250162037035,25,28.0
1384,20608.312685185185,25,29.3
1385,20608.362835648146,25,30.3
1386,20608.47978009259,25,31.3
1387,20608.526435185184,25,27.0
1388,20608.577233796295,25,26.0
1389,20608.650150462963,25,28.3
1390,20608.700474537036,25,29.3
1391,20608.786597222224,25,27.0
1392,20608.89810185185,25,29.3
1393,20608.950358796297,25,27.0
1394,20608.98443287037,25,28.0
1395,20608.993761574075,25,29.3
1396,20609.011157407407,25,27.0
1397,20609.04255787037,25,26.3
1398,20609.202592592592,25,27.0
1399,20609.211967592593,25,27.3
1400,20609.317824074074,25,30.3
1401,20609.36559027778,25,27.3
1402,20609.378333333334,25,28.0
1403,20609.474814814814,25,26.3
1404,20609.528333333332,25,27.3
1405,20609.57505787037,25,27.3
1406,20609.62795138889,25,26.3
1407,20609.687939814816,25,26.3
1408,20609.735810185186,25,25.3
1409,20609.764189814814,25,27.0
1410,20609.90428240741,25,29.3
1411,20610.040578703705,25,26.3
1412,20610.117592592593,25,27.0
1413,20610.202708333334,25,27.0
1414,20610.2103125,25,26.3
1415,20610.330243055556,25,25.3
1416,20610.41252314815,25,26.3
1417,20610.537592592595,25,26.3
1418,20610.563958333332,25,26.0
1419,20610.631875,25,27.0
1420,20610.68597222222,25,27.3
1421,20610.78883101852,25,26.0
1422,20610.848877314816,25,27.3
1423,20610.89332175926,25,26.0
1424,20611.26496527778,25,27.0
1425,20611.279756944445,25,28.0
1426,20611.504837962962,25,30.0
1427,20611.5471875,25,27.0
1428,20611.697349537037,25,28.0
1429,20611.960208333334,25,27.0
1430,20612.248877314814,25,27.0
1431,20612.655983796296,25,29.0
1432,20613.169756944444,25,26.0
1433,20614.90857638889,25,27.0
1434,20615.188796296297,25,26.0
1435,20615.764201388887,25,26.0
1436,20616.059479166666,25,27.0
1437,20616.593032407407,25,27.0
1438,20616.699328703704,25,26.0
1439,20617.22127314815,25,27.0
1440,20617.94746527778,25,27.0
1441,20618.278460648147,25,27.0
1442,20618.501585648148,25,26.0
1443,20618.7028125,25,25.0
1444,20618.760590277776,25,26.0
1445,20620.80303240741,25,26.0
1446,20620.870625,25,27.0
1447,20620.943437500002,25,26.0
1448,20620.95758101852,25,28.0
1449,20621.01103009259,25,28.0
1450,20621.08627314815,25,27.0
1451,20621.138229166667,25,27.0
1452,20621.14644675926,25,27.0
1453,20621.20398148148,25,26.0
1454,20621.365601851852,25,27.0
1455,20621.439791666668,25,27.0
1456,20621.631076388887,25,28.0
1457,20621.669444444444,25,26.0
1458,20621.704537037036,25,26.0
1459,20621.96127314815,25,27.0
1460,20622.011608796296,25,27.0
1461,20622.04298611111,25,27.0
1462,20622.11091435185,25,26.0
1463,20622.24716435185,25,26.0
1464,20622.322939814814,25,26.0
1465,20622.558078703703,25,27.0
1466,20622.61082175926,25,27.0
1467,20622.659872685184,25,28.0
1468,20622.72199074074,25,26.0
1469,20622.746840277778,25,26.0
1470,20622.91561342593,25,26.0
1471,20623.118958333333,25,28.0
1472,20623.509861111113,25,28.0
1473,20623.640196759257,25,27.0
1474,20623.71178240741,25,26.0
1475,20623.810775462964,25,26.0
1476,20623.882719907408,25,26.0
1477,20623.985798611113,25,26.0
1478,20624.059131944447,25,27.0
1479,20624.1525,25,27.0
1480,20624.222858796296,25,26.0
1481,20624.292372685184,25,26.0
1482,20624.391064814816,25,26.0
1483,20624.462824074075,25,27.0
1484,20624.56925925926,25,27.0
1485,20624.64193287037,25,27.0
1486,20624.740474537037,25,25.0
1487,20624.824571759258,25,26.0
1488,20624.897407407407,25,26.0
1489,20624.99059027778,25,27.0
1490,20625.021145833332,25,26.0
1491,20632.436435185187,25,25.0
1492,20632.563310185185,25,27.0
1493,20633.268136574075,25,27.0
1494,20633.448414351853,25,25.0
1495,20633.568935185187,25,27.0
1496,20633.64128472222,25,26.0
1497,20633.97423611111,25,28.0
1498,20634.15079861111,25,26.0
1499,20634.310439814817,25,26.0
1500,20634.489502314816,25,27.0
1501,20634.679166666665,25,26.0
1502,20634.94949074074,25,27.0
1503,20635.093402777777,25,28.0
1504,20635.269189814815,25,26.0
1505,20635.460208333334,25,27.0
1506,20635.567256944447,25,27.0
1507,20635.586655092593,25,25.0
1508,20635.71820601852,25,27.0
1509,20636.021608796294,25,26.0
1510,20636.215706018516,25,27.0
1511,20636.58013888889,25,28.0
1512,20636.614675925925,25,27.0
1513,20636.655983796296,25,27.0
1514,20636.697893518518,25,26.0
1515,20636.76167824074,25,25.0
1516,20636.798645833333,25,26.0
1517,20636.84011574074,25,26.0
1518,20636.866296296295,25,26.0
1519,20636.948819444446,25,27.0
1520,20636.988078703704,25,27.0
1521,20637.038576388888,25,
1522,20637.0771875,25,28.0
1523,20637.110104166666,25,27.0
1524,20637.142407407406,25,27.0
1525,20637.287233796294,25,30.0
1526,20637.598715277778,25,
1527,20637.65638888889,25,
1528,20637.70042824074,25,26.0
1529,20637.76298611111,25,26.0
1530,20637.807511574076,25,26.0
1531,20637.87584490741,25,26.0
1532,20637.930150462962,25,27.0
1533,20638.083668981482,25,26.0
1534,20638.629548611112,25,27.0
1535,20638.666574074075,25,28.0
1536,20638.851296296296,25,26.0
1537,20638.91513888889,25,26.0
1538,20639.07184027778,25,26.0
1539,20639.148032407407,25,27.0
1540,20639.28253472222,25,25.0
1541,20639.405868055557,25,26.0
1542,20639.476400462965,25,28.0
1543,20639.569375,25,27.0
1544,20639.6290625,25,27.0
1545,20639.697048611113,25,26.0
1546,20639.740162037036,25,26.0
1547,20639.798032407405,25,27.0
1548,20639.862291666668,25,25.0
1549,20639.934814814816,25,27.0
1550,20640.032766203705,25,27.0
1551,20640.090069444446,25,27.0
1552,20640.154953703703,25,27.0
1553,20640.23047453704,25,26.0
1554,20640.297256944443,25,26.0
1555,20640.374305555557,25,26.0
1556,20640.438275462962,25,26.0
1557,20640.526539351853,25,27.0
1558,20640.588657407407,25,26.0
1559,20640.64898148148,25,26.0
1560,20640.711550925927,25,26.0
1561,20640.828310185185,25,27.0
1562,20641.012094907408,25,26.0
1563,20641.098622685186,25,25.0
1564,20641.193993055556,25,26.0
1565,20641.397199074072,25,26.0
1566,20641.50695601852,25,27.0
1567,20641.843425925927,25,26.0
1568,20642.018182870368,25,26.0
1569,20642.231643518517,25,26.0
1570,20642.27337962963,25,26.0
1571,20642.787685185187,25,26.0
1572,20642.993993055556,25,28.0
1573,20643.124594907407,25,27.0
1574,20643.623148148148,25,27.0
1575,20643.86548611111,25,26.0
1576,20644.121238425927,25,26.0
1577,20644.187002314815,25,26.0
1578,20644.33304398148,25,26.0
1579,20644.888900462964,25,26.0
1580,20645.063067129628,25,27.0
1581,20645.2371875,25,27.0
1582,20645.686979166665,25,27.0
1583,20645.938900462963,25,27.0
1584,20646.134108796297,25,27.0
1585,20646.21545138889,25,27.0
1586,20646.837118055555,25,29.0
1587,20647.937430555558,25,28.0
1588,20648.14693287037,25,29.0
1589,20648.320127314815,25,27.0
1590,20648.65434027778,25,27.0
1591,20649.07797453704,25,27.0
1592,20649.132245370372,25,27.0
1593,20649.68553240741,25,27.0
1594,20649.857789351852,25,27.0
1595,20649.910405092593,25,27.0
1596,20650.00252314815,25,27.0
1597,20650.40542824074,25,28.0
1598,20650.710474537038,25,27.0
1599,20650.7552662037,25,28.0
1600,20650.81533564815,25,28.0
1601,20650.842719907407,25,27.0
1602,20650.881932870372,25,27.0
1603,20650.95059027778,25,27.0
1604,20650.991041666664,25,27.0
1605,20651.020648148147,25,26.0
1606,20651.061261574072,25,28.0
1607,20651.093136574073,25,26.0
1608,20651.155069444445,25,27.0
1609,20651.254016203704,25,29.0
1610,20651.315416666668,25,27.0
1611,20651.34605324074,25,26.0
1612,20651.41744212963,25,27.0
1613,20651.451354166667,25,28.0
1614,20651.770613425924,25,29.0
1615,20651.83144675926,25,28.0
1616,20651.96704861111,25,26.0
1617,20652.086493055554,25,26.0
1618,20652.157824074075,25,27.0
1619,20652.19494212963,25,27.0
1620,20652.251099537036,25,27.0
1621,20652.40664351852,25,28.0
1622,20652.461666666666,25,27.0
1623,20652.542118055553,25,27.0
1624,20652.586030092592,25,26.0
1625,20652.6359375,25,27.0
1626,20652.699814814816,25,27.0
1627,20652.798344907405,25,27.0
1628,20652.85792824074,25,27.0
1629,20652.90954861111,25,30.0
1630,20652.96890046296,25,26.0
1631,20653.01241898148,25,26.0
1632,20653.057245370368,25,42.0
1633,20653.38105324074,25,27.0
1634,20653.926689814816,25,27.0
1635,20654.05798611111,25,27.0
1636,20655.42813657407,25,26.0
1637,20655.567858796294,25,26.0
1638,20655.697881944445,25,27.0
1639,20655.73883101852,25,26.0
1640,20655.821874999998,25,26.0
1641,20655.886886574073,25,26.0
1642,20656.021863425925,25,27.0
1643,20656.137534722224,25,26.0
1644,20656.320092592592,25,27.0
1645,20656.348159722223,25,25.0
1646,20656.81409722222,25,26.0
1647,20656.8984375,25,26.0
1648,20656.959155092594,25,27.0
1649,20656.965613425924,25,26.0
1650,20657.028449074074,25,26.0
1651,20657.11028935185,25,27.0
1652,20657.24439814815,25,26.0
1653,20657.357256944444,25,26.0
1654,20657.467662037037,25,26.0
1655,20657.49283564815,25,27.0
1656,20657.543229166666,25,25.0
1657,20657.617280092592,25,26.0
1658,20657.700243055555,25,26.0
1659,20657.785497685185,25,26.0
1660,20657.813368055555,25,28.0
1661,20657.83269675926,25,26.0
1662,20657.84866898148,25,27.0
1663,20657.881412037037,25,26.0
1664,20657.918368055554,25,26.0
1665,20657.948877314815,25,26.0
1666,20657.966805555556,25,27.0
1667,20657.983761574073,25,26.0
1668,20658.05082175926,25,26.0
1669,20658.081469907407,25,29.0
1670,20658.084375000002,25,26.0
1671,20658.116631944446,25,26.0
1672,20658.14846064815,25,26.0
1673,20658.176909722224,25,27.0
1674,20658.203333333335,25,27.0
1675,20658.204282407405,25,27.0
1676,20658.298506944444,25,26.0
1677,20658.348738425924,25,27.0
1678,20658.349849537037,25,26.0
1679,20658.39912037037,25,26.0
1680,20658.494988425926,25,26.0
1681,20658.543136574073,25,26.0
1682,20658.591828703702,25,26.0
1683,20658.5965625,25,26.0
1684,20658.638877314814,25,25.0
1685,20658.688981481482,25,27.0
1686,20658.735277777778,25,27.0
1687,20658.76855324074,25,25.0
1688,20658.78486111111,25,26.0
1689,20658.841550925925,25,26.0
1690,20658.87277777778,25,27.0
1691,20658.939814814814,25,26.0
1692,20659.094108796296,25,26.0
1693,20659.308842592593,25,26.0
1694,20659.33832175926,25,27.0
1695,20659.451458333333,25,26.0
1696,20659.481863425925,25,27.0
1697,20659.60716435185,25,25.0
1698,20659.712430555555,25,27.0
1699,20659.941597222223,25,26.0
1700,20660.001608796298,25,26.0
1701,20660.158043981482,25,26.0
1702,20660.4659375,25,27.0
1703,20660.70869212963,25,26.0
1704,20660.910266203704,25,26.0
1705,20660.93449074074,25,27.0
1706,20661.064537037037,25,26.0
