,TIME,DEPTH,TEMP
191,19665.426527777778,25,10.668000000000001
192,19665.465902777778,25,10.552
193,19665.505729166667,25,10.542
194,19665.542465277777,25,10.973
195,19665.582962962962,25,10.99
196,19665.615092592594,25,10.981
197,19665.635983796295,25,11.057
198,19666.760416666668,25,10.288
199,19668.302037037036,25,10.733
200,19668.441435185185,25,10.476
201,19668.548333333332,25,10.396
202,19668.622893518517,25,10.421
203,19668.719050925927,25,10.824
204,19668.89613425926,25,10.697000000000001
205,19669.012800925924,25,10.775
206,19669.096412037037,25,11.002
207,19669.186550925926,25,11.162
208,19669.288194444445,25,10.898
209,19669.387314814816,25,11.067
210,19669.46125,25,11.035
211,19669.54097222222,25,10.534
212,19669.623726851853,25,11.071
213,19669.744930555556,25,10.97
214,19669.888703703702,25,10.781
215,19670.003194444445,25,11.07
216,19670.097962962962,25,10.929
217,19672.30861111111,25,10.271
218,19672.42976851852,25,10.121
219,19672.63351851852,25,10.093
220,19673.457476851854,25,10.38
221,19682.974791666667,25,10.96
222,19683.289097222223,25,11.547
223,19683.34252314815,25,10.394
224,19683.391180555554,25,9.849
225,19683.43263888889,25,9.434000000000001
226,19683.559675925924,25,11.384
227,19683.598541666666,25,11.789
228,19683.774791666667,25,12.366
229,19683.833819444444,25,12.818
230,19683.93388888889,25,11.728
231,19684.02965277778,25,9.862
232,19685.29045138889,25,9.259
233,19685.31355324074,25,9.742
234,19685.341608796294,25,10.665000000000001
235,19685.397696759257,25,11.706
236,19686.994618055556,25,9.749
237,19687.029293981483,25,9.726
238,19687.0784375,25,9.958
239,19687.13505787037,25,10.726
240,19687.2084375,25,10.837
241,19687.282349537036,25,11.589
242,19687.31769675926,25,11.423
243,19687.35542824074,25,11.105
